Class,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
At5g28020,GO:0006535,GO:0008652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g10530,GO:0000462,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g03726,GO:0043161,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g07770,GO:0006950,GO:0006457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g05520,GO:0006888,GO:0006886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g17790,GO:0042147,GO:0015031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g06985,GO:0031640,GO:0050832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g07820,GO:0005975,GO:0071555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g28060,GO:0000462,GO:0006412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g20100,GO:0006366,GO:0045944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g07830,GO:0005975,GO:0071555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g22055,GO:0007267,GO:0019722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g53410,GO:0006355,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g80090,GO:0048443,GO:0009553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g33440,GO:0006810,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g03650,GO:0009561,GO:0048868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g29000,GO:0006351,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g07005,GO:0031640,GO:0050832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g07680,GO:0016192,GO:0015031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g80030,GO:0006457,GO:0009408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g15535,GO:0031640,GO:0050832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g22040,GO:0031929,GO:0032956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g10600,GO:1902475,GO:0015807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g20110,GO:0007275,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g49800,GO:0015914,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g24050,GO:0006351,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g50870,GO:0000209,GO:0043161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g52710,GO:0042776,GO:0006123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g27960,GO:0045944,GO:0006351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g03810,GO:0010197,GO:0048868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g21920,GO:0006351,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g21900,GO:0006351,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g17830,GO:0031146,GO:0016567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g58770,GO:0016094,GO:0006486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g21890,GO:0009809,GO:0055114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g79650,GO:0006289,GO:0043161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g11520,GO:0007049,GO:0051301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g10470,GO:0009555,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g19770,GO:0042989,GO:0030036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g21880,GO:0007264,GO:0015031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g11530,GO:0032511,GO:2000009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g08320,GO:0006351,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g17170,GO:0006979,GO:0006468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g52230,GO:0006351,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g27944,GO:0045944,GO:0006351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g21870,GO:0015992,GO:0009555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g35730,GO:1902039,GO:0006417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g06950,GO:0001522,GO:0008033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g28010,GO:0009607,GO:0006952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g58360,GO:0045892,GO:0006351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g08630,GO:0007275,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g28000,GO:0009607,GO:0006952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g34130,GO:0043687,GO:0018279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g19830,GO:0007034,GO:0015031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g22920,GO:0019748,GO:0051603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g22930,GO:0052696,GO:0009813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g79870,GO:0009854,GO:0055114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g02240,GO:0008284,GO:0030154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g19810,GO:0006979,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g49830,GO:0001927,GO:0051601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g06960,GO:0034196,GO:1990052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g22941,GO:0031640,GO:0050832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g33520,GO:0009870,GO:0042742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g49890,GO:1902476,GO:1903959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g49900,GO:0006729,GO:0006680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g51070,GO:0034214,GO:0019538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g08660,GO:0016567,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g25060,GO:0008380,GO:0006397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g28050,GO:0006152,GO:0009451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g07840,GO:0005975,GO:0071555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g49690,GO:0052696,GO:0009813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g80080,GO:0008356,GO:0009737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g19893,GO:0031640,GO:0050832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g51560,GO:0055114,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g19400,GO:0018105,GO:0035556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g03380,GO:0010205,GO:0006508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g28080,GO:0035556,GO:0006468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g49680,GO:0048768,GO:0009860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g33420,GO:0006351,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g33140,GO:0009955,GO:0002181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g07860,GO:0008380,GO:0006397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g03420,GO:0005975,GO:0006508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g25410,GO:0010015,GO:0080167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g33120,GO:0009955,GO:0002181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g07850,GO:0005975,GO:0071555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g49700,GO:0006351,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g51270,GO:0016567,GO:0006468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g25752,GO:0080140,GO:0016485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g23650,GO:0006351,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g17723,GO:0031640,GO:0050832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g01060,GO:0006351,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g02370,GO:0000379,GO:0090502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g51390,GO:0016226,GO:0010090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g79820,GO:0008643,GO:0055085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g79840,GO:0006351,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g34150,GO:0008033,GO:0001522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g03290,GO:0006950,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g25740,GO:0006446,GO:0001731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g28960,GO:0036071,GO:0006487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g03340,GO:0006376,GO:0009567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g07080,GO:0006810,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g08600,GO:0006468,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g53300,GO:0006511,GO:0016567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g49650,GO:0005997,GO:0046835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g22230,GO:0009817,GO:0006633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g19410,GO:0016567,GO:0006468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g11400,GO:0006446,GO:0001731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g28288,GO:0031640,GO:0050832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g17420,GO:0019430,GO:0055114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g52640,GO:0061077,GO:0009816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g17780,GO:0048528,GO:0070588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g52270,GO:0006906,GO:0006887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g05530,GO:0052696,GO:0009813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g03570,GO:1903507,GO:0006351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g59390,GO:0031047,GO:0090502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g34380,GO:0006261,GO:0090305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g03490,GO:0007031,GO:0015031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g17760,GO:0030163,GO:0006508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g49740,GO:0009767,GO:0006811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g79040,GO:0010270,GO:0009735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g49770,GO:0006468,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g03530,GO:0009395,GO:0016311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g28237,GO:0000162,GO:0008652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g58280,GO:0006351,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g22121,GO:0031640,GO:0050832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g51140,GO:0031119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g51105,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g66010,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g54630,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g27900,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g37780,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g27460,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g51080,GO:0090502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g15150,GO:0006855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g52880,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g45230,GO:0007165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g36850,GO:1990822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g51110,GO:0006729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g66270,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g66310,GO:0007018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g36880,GO:0006508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g37890,GO:0010197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g45280,GO:0071555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g51120,GO:0006397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g54660,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g15170,GO:0006855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g52882,GO:0031122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g04330,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g45210,GO:0007165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g36820,GO:0070588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g15125,GO:0032259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g45740,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g27850,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g15165,GO:0016567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g45760,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g51510,GO:0007029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g52900,GO:0009738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g45690,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g27510,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g36791,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g05040,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g52870,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g54930,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g51480,GO:0055114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g66005,GO:0016311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g54940,GO:0006413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g05150,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g54950,GO:0008152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g51090,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g27500,GO:0010155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g15600,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AtMg00210,GO:0006412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g36840,GO:0055114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g66260,GO:0009733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g27480,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g54620,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g45275,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g45220,GO:0007165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g52960,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g27530,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AtMg00540,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g36790,GO:0055085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g17990,GO:0055114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g51130,GO:0032259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g37820,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g37860,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g51520,GO:0043086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g66340,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g54960,GO:0001666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g15410,GO:0009252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g15180,GO:0006855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g37450,GO:0009554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g37160,GO:0055114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AtMg00440,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g54830,GO:0055114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g51340,GO:0007064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AtMg00430,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g37170,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g54790,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g15450,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g37445,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g06540,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g66052,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AtMg00410,GO:0015986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g37420,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g66100,GO:0010150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g45540,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g27720,GO:0015689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g66050,GO:0090305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g27790,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g15470,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g45450,GO:0055085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g15270,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g45570,GO:0006508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g51360,GO:0006414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g45460,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AtMg00500,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g51260,GO:0016311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g37483,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g45560,GO:0006952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g27750,GO:0006109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g37090,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g27610,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g27745,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g37095,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g54840,GO:0007264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g51280,GO:0010501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g37235,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AtMg00270,GO:0055114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g15320,GO:0006351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g37290,GO:0080167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g37295,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g15370,GO:0006810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g27654,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g27657,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g45500,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g27660,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g27680,GO:0031122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g45510,GO:0006952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g15385,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AtMg00280,GO:0006412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g45520,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g54760,GO:0006413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g15400,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g37300,GO:0009793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g27652,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g05085,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AtMg00285,GO:0042773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g37250,GO:0006468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g37409,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g45470,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AtMg00290,GO:0045903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g45490,GO:0006952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g66080,GO:0006470,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g66070,GO:0006952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g15430,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g52901,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g27620,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g54750,GO:0048193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g27630,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g05070,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g17960,GO:0006435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g51310,GO:0055114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
