Class,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
At3g03450,GO:0009938,GO:0010187,GO:0009740,GO:0009739,GO:0030154,GO:0009908,GO:0009737,GO:0006952,GO:0006351,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g24530,GO:0051553,GO:0046244,GO:0002239,GO:0002229,GO:0009620,GO:0009617,GO:0009813,GO:0009751,GO:0042742,GO:0055114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g02570,GO:0000032,GO:0032025,GO:0009298,GO:0033591,GO:0010043,GO:0006486,GO:0009416,GO:0009793,GO:0046686,GO:0005975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g42540,GO:0009864,GO:0035235,GO:0071230,GO:0006816,GO:0009630,GO:0019722,GO:0070588,GO:0045087,GO:0009611,GO:0050832,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g69690,GO:0042023,GO:0048467,GO:0010252,GO:0010229,GO:0031540,GO:0008283,GO:0007623,GO:0009735,GO:0006351,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g01460,GO:0043967,GO:0090308,GO:0010216,GO:0043966,GO:0010223,GO:0048573,GO:0016573,GO:0016567,GO:0006351,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g16340,GO:0008064,GO:0051493,GO:0010928,GO:0009958,GO:0008360,GO:0007264,GO:0043547,GO:0016192,GO:0009734,GO:0007275,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g20630,GO:0006995,GO:0009970,GO:0016036,GO:0042542,GO:0042744,GO:0009416,GO:0098869,GO:0046686,GO:0009737,GO:0055114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g11060,GO:0007064,GO:0000212,GO:0045132,GO:0010789,GO:0060623,GO:0071922,GO:0033617,GO:0000070,GO:0009793,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g27490,GO:0031125,GO:0071051,GO:0016075,GO:0090351,GO:0071028,GO:0034475,GO:0034427,GO:0009845,GO:0090305,GO:0005975,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g45600,GO:0090239,GO:0043981,GO:2000028,GO:0048510,GO:0009909,GO:0030154,GO:0006281,GO:0009908,GO:0006351,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g10930,GO:0000723,GO:0051276,GO:0000724,GO:0006974,GO:0070417,GO:0006260,GO:0032508,GO:0006310,GO:0071215,GO:0006281,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g18710,GO:0009729,GO:0046827,GO:0048765,GO:0009825,GO:0016032,GO:0009965,GO:0009742,GO:0046777,GO:0009733,GO:0006468,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g18470,GO:0010113,GO:0051572,GO:0016570,GO:0002215,GO:0016444,GO:0043966,GO:0031348,GO:0009627,GO:0006974,GO:0045892,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g36280,GO:1901672,GO:0006282,GO:1900426,GO:0051607,GO:0031047,GO:0009626,GO:0016569,GO:0090305,GO:0006281,GO:0016310,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g44070,GO:0046938,GO:0071994,GO:0042344,GO:0015700,GO:0046685,GO:0052544,GO:0098655,GO:0098656,GO:0042742,GO:0046686,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g16560,GO:0009956,GO:1905392,GO:0010158,GO:0009943,GO:0048440,GO:0009944,GO:0010051,GO:0048481,GO:0006351,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g32650,GO:0010163,GO:0048363,GO:0080001,GO:0009827,GO:0034765,GO:0042391,GO:0009624,GO:0000209,GO:0042787,GO:0043161,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g48050,GO:0015074,GO:0071480,GO:0071481,GO:0000723,GO:0006303,GO:0006302,GO:0006310,GO:0032508,GO:0009408,GO:0006281,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g17020,GO:0046825,GO:0000056,GO:0000055,GO:0006611,GO:0051028,GO:0009846,GO:0009553,GO:0009860,GO:0009408,GO:0009555,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g32700,GO:1902749,GO:1990067,GO:2000011,GO:0009933,GO:0006261,GO:0071897,GO:0009640,GO:0010468,GO:0007049,GO:0051301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g17290,GO:0006501,GO:0042594,GO:0000422,GO:0044804,GO:0000045,GO:0006995,GO:0006914,GO:0010150,GO:0015031,GO:0050832,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g32770,GO:0009915,GO:0016122,GO:0015994,GO:0010189,GO:0009266,GO:0006631,GO:0009644,GO:0031347,GO:0006979,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g09550,GO:0033566,GO:0034080,GO:0051417,GO:0051418,GO:0034508,GO:0007052,GO:0051415,GO:0090307,GO:0000226,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g38120,GO:0001736,GO:0060919,GO:0048765,GO:0048829,GO:0009958,GO:0010311,GO:0003333,GO:0009624,GO:0009926,GO:0009734,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g10470,GO:0009736,GO:0010114,GO:0010017,GO:0000160,GO:0007623,GO:0009735,GO:0046777,GO:0009793,GO:0006351,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g12990,GO:0034473,GO:0034476,GO:0071042,GO:0071028,GO:0000467,GO:0043928,GO:0071035,GO:0071038,GO:0034475,GO:0034427,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g09820,GO:0009962,GO:2000029,GO:0031542,GO:0010026,GO:0010214,GO:0009867,GO:0048316,GO:0009813,GO:0006351,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g12580,GO:0009266,GO:0009615,GO:0042542,GO:0009644,GO:0009617,GO:0009408,GO:0046686,GO:0016567,GO:0006351,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g32880,GO:0045597,GO:0010067,GO:0010014,GO:0010072,GO:0008284,GO:0010089,GO:0030154,GO:0009733,GO:0006351,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g10370,GO:0080148,GO:0060416,GO:0009704,GO:0048527,GO:0040008,GO:0080167,GO:0009636,GO:0009407,GO:0006749,GO:0009651,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g11440,GO:0045926,GO:0043068,GO:0048235,GO:0009740,GO:0009723,GO:0009908,GO:0009751,GO:0045893,GO:0006351,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g39770,GO:0060359,GO:0009298,GO:0019853,GO:0010193,GO:0030244,GO:0009408,GO:0009753,GO:0042742,GO:0009651,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g39800,GO:0055129,GO:0006561,GO:0042538,GO:0048364,GO:0009555,GO:0016310,GO:0009414,GO:0006979,GO:0009651,GO:0055114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g19400,GO:0090306,GO:0043487,GO:0007004,GO:0090501,GO:0000184,GO:0007126,GO:0006406,GO:0040008,GO:0007275,GO:0006952,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g40280,GO:0018343,GO:0090480,GO:0018342,GO:0015786,GO:0009934,GO:0042127,GO:0009788,GO:0008643,GO:0009414,GO:0009737,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g20620,GO:0006995,GO:0009970,GO:0016036,GO:0042744,GO:0009416,GO:0098869,GO:0009409,GO:0006979,GO:0046686,GO:0055114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g28520,GO:0048578,GO:0009816,GO:0048574,GO:0009631,GO:0009585,GO:0045893,GO:0009408,GO:0009414,GO:0006351,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g30950,GO:0010304,GO:0048564,GO:0072593,GO:0010205,GO:0010206,GO:0010027,GO:0030163,GO:0009735,GO:0007275,GO:0006508,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g66750,GO:0032197,GO:0051574,GO:0090241,GO:0006344,GO:0044030,GO:0006346,GO:0006349,GO:0009294,GO:0032508,GO:0006351,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g01410,GO:0006982,GO:0010335,GO:0042819,GO:0042823,GO:0015994,GO:0006520,GO:0042538,GO:0010224,GO:0006979,GO:0009651,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g67480,GO:0030162,GO:0016573,GO:0042542,GO:0009753,GO:0009751,GO:0009611,GO:0042787,GO:0043161,GO:0009651,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g50660,GO:0010358,GO:0009741,GO:0010268,GO:0016125,GO:0016132,GO:0009867,GO:0009826,GO:0048366,GO:0009753,GO:0055114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g21140,GO:0071034,GO:0071049,GO:0071051,GO:0000467,GO:0043928,GO:0071035,GO:0071038,GO:0034475,GO:0034427,GO:0009664,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g53940,GO:0010930,GO:0006383,GO:0006360,GO:0009814,GO:0009723,GO:0016042,GO:0006629,GO:0009751,GO:0009753,GO:0009734,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g01280,GO:0009739,GO:0009723,GO:0009753,GO:0009751,GO:0009733,GO:0046686,GO:0009737,GO:0009651,GO:0006351,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g19570,GO:0010731,GO:0043903,GO:0034765,GO:0009610,GO:0010043,GO:0010193,GO:0006811,GO:0098869,GO:0009753,GO:0006952,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g02860,GO:0009627,GO:0010167,GO:0009697,GO:0010337,GO:0080021,GO:0043161,GO:0009626,GO:0042742,GO:0009751,GO:0016567,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g52660,GO:0042752,GO:0009739,GO:0009723,GO:0009751,GO:0009753,GO:0046686,GO:0009737,GO:0009651,GO:0006351,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g62980,GO:0010152,GO:0048443,GO:0010311,GO:0016036,GO:0007049,GO:0009873,GO:0009734,GO:0009733,GO:0006952,GO:0016567,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g57390,GO:0060771,GO:0060774,GO:0060772,GO:0040019,GO:0009791,GO:0009845,GO:0048364,GO:0009873,GO:0006351,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g53550,GO:0010039,GO:0003006,GO:0055072,GO:0006811,GO:0009624,GO:0048316,GO:0009555,GO:0009409,GO:0055085,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g57160,GO:0010165,GO:0015074,GO:0006273,GO:0051103,GO:0006303,GO:0000723,GO:0006302,GO:0071897,GO:0006310,GO:0006974,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g12980,GO:1905392,GO:0010084,GO:0048825,GO:0009880,GO:0009736,GO:0009734,GO:0009873,GO:0009735,GO:0006351,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g62380,GO:0009727,GO:0071398,GO:0010030,GO:0071732,GO:0071281,GO:0009693,GO:0009735,GO:0006952,GO:0009651,GO:0055114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g48430,GO:0035067,GO:0033169,GO:0009741,GO:0009826,GO:0048366,GO:0010228,GO:0006468,GO:0055114,GO:0006351,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g54720,GO:0010080,GO:0010081,GO:0048507,GO:0010082,GO:0010305,GO:0009640,GO:0048364,GO:0009908,GO:0009793,GO:0006508,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g17520,GO:0031627,GO:0009723,GO:0006334,GO:0009733,GO:0009753,GO:0009751,GO:0046686,GO:0009651,GO:0006351,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g37610,GO:0030162,GO:0016573,GO:0042542,GO:0010200,GO:0009751,GO:0042787,GO:0009733,GO:0043161,GO:0009409,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g60080,GO:0071028,GO:0034473,GO:0034476,GO:0071042,GO:0034427,GO:0034475,GO:0000467,GO:0043928,GO:0071035,GO:0071038,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g04550,GO:0000188,GO:0043407,GO:0061388,GO:0035335,GO:0046620,GO:0035556,GO:0009738,GO:0009733,GO:0009734,GO:0009737,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g19110,GO:0032025,GO:0010038,GO:0006829,GO:0055069,GO:0015691,GO:0070574,GO:0071577,GO:0010043,GO:0030001,GO:0046686,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g06680,GO:0090063,GO:0007020,GO:0051298,GO:0051415,GO:0090307,GO:0007126,GO:0031122,GO:0009624,GO:0030163,GO:0006508,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g44490,GO:0070932,GO:0000302,GO:0048235,GO:0023014,GO:0009414,GO:0009409,GO:0009651,GO:0006468,GO:0006351,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g17520,GO:0006987,GO:0009816,GO:0030968,GO:0090502,GO:0046777,GO:0008380,GO:0006397,GO:0009751,GO:0006351,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g54270,GO:0009769,GO:0009635,GO:0009768,GO:0018298,GO:0010119,GO:0009644,GO:0015979,GO:0009416,GO:0009737,GO:0006412,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g08640,GO:0031426,GO:0010239,GO:0048507,GO:0051555,GO:0009791,GO:0010468,GO:0080167,GO:0009813,GO:0009733,GO:0055114,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g45140,GO:0010597,GO:0034440,GO:0080027,GO:0009695,GO:0031408,GO:0009620,GO:0009617,GO:0006633,GO:0009753,GO:0009611,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g60500,GO:0034473,GO:0034476,GO:0071042,GO:0071028,GO:0000467,GO:0043928,GO:0071035,GO:0071038,GO:0034475,GO:0034427,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g77180,GO:0010555,GO:0048511,GO:0042752,GO:0010228,GO:0000398,GO:0045893,GO:0008380,GO:0009737,GO:0009651,GO:0006351,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g59280,GO:1902009,GO:1902289,GO:2000378,GO:1900425,GO:2000012,GO:0031348,GO:0002237,GO:0030150,GO:0009734,GO:0006952,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g22370,GO:0010219,GO:0048442,GO:0048833,GO:0048441,GO:0006369,GO:0048443,GO:0048440,GO:0048510,GO:0045892,GO:0006357,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g51800,GO:0044843,GO:0006489,GO:0001558,GO:0000271,GO:0051302,GO:0006487,GO:0006364,GO:0009734,GO:0007275,GO:0006351,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g51430,GO:0045053,GO:0010016,GO:0048507,GO:0009933,GO:0006890,GO:0007030,GO:0016049,GO:0006886,GO:0009793,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g26630,GO:0034050,GO:0012501,GO:0006452,GO:0045901,GO:0045905,GO:0009617,GO:0006413,GO:0009611,GO:0046686,GO:0042742,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g29130,GO:0019320,GO:0010255,GO:0051156,GO:0010148,GO:0009750,GO:0090332,GO:0012501,GO:0010182,GO:0046835,GO:0006096,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g17490,GO:0001944,GO:0000302,GO:0009644,GO:0010200,GO:0009873,GO:0051301,GO:0006952,GO:0006351,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g19250,GO:0051707,GO:0009870,GO:0009627,GO:0071456,GO:0010204,GO:0009626,GO:0050832,GO:0042742,GO:0055114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g64750,GO:0009749,GO:0009788,GO:0006970,GO:0009873,GO:0009738,GO:0009737,GO:0050832,GO:0006351,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g03680,GO:0048498,GO:0090428,GO:0046621,GO:0048442,GO:0048441,GO:0009909,GO:0010200,GO:0006351,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g04140,GO:0080114,GO:0019676,GO:0097054,GO:0006537,GO:0009853,GO:0009744,GO:0008652,GO:0009416,GO:0055114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g66270,GO:0009804,GO:0019762,GO:0071472,GO:0070417,GO:0016036,GO:0006970,GO:0009735,GO:0005975,GO:0009651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g44280,GO:0045814,GO:0001709,GO:0010076,GO:0010077,GO:0010492,GO:0016569,GO:0045892,GO:0016567,GO:0006351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g41315,GO:0031542,GO:0009957,GO:0001708,GO:0010026,GO:0010091,GO:0009867,GO:0007275,GO:0006351,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g11540,GO:0009938,GO:2000377,GO:0048511,GO:0009736,GO:0006486,GO:0009740,GO:0080167,GO:0030154,GO:0009908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g42080,GO:2000114,GO:0072583,GO:0048766,GO:0009920,GO:0000266,GO:0010051,GO:0000911,GO:0010091,GO:0009793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g34710,GO:0009855,GO:0009955,GO:0080060,GO:0010014,GO:0010072,GO:0009944,GO:0030154,GO:0006351,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g10380,GO:0015700,GO:0010036,GO:0080029,GO:0046685,GO:0035445,GO:0046713,GO:0006833,GO:0009992,GO:0015793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g05690,GO:0048657,GO:0010584,GO:0009911,GO:0010268,GO:0016132,GO:0016125,GO:0010224,GO:0055114,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g34600,GO:1903507,GO:2000022,GO:0031347,GO:0010200,GO:0009753,GO:0009611,GO:0006952,GO:0006351,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g10380,GO:0060321,GO:0010143,GO:0006904,GO:0048354,GO:0009567,GO:0048868,GO:0044550,GO:0015031,GO:0055114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g45550,GO:0009554,GO:0010449,GO:0048229,GO:0009556,GO:0008283,GO:0016049,GO:0009553,GO:0048364,GO:0051301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g40990,GO:0009871,GO:0009866,GO:0009627,GO:0009817,GO:0009620,GO:0009751,GO:0016042,GO:0042742,GO:0050832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g07140,GO:0051028,GO:0006405,GO:0000082,GO:0007051,GO:0046604,GO:0006511,GO:0006606,GO:0043547,GO:0048367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g32810,GO:0016124,GO:0016121,GO:1901601,GO:0009850,GO:0010223,GO:0009965,GO:0009926,GO:0009733,GO:0055114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g60410,GO:0031668,GO:0010113,GO:0048589,GO:0009864,GO:0016925,GO:0010286,GO:0016049,GO:0009908,GO:0009414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g66350,GO:2000033,GO:0009938,GO:0010187,GO:0009740,GO:0009739,GO:0030154,GO:0009908,GO:0006351,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g18130,GO:0000453,GO:0017006,GO:0009584,GO:0018298,GO:0000160,GO:0009585,GO:0023014,GO:0006351,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g15360,GO:0006109,GO:0043085,GO:0006662,GO:0034599,GO:0045454,GO:0043086,GO:0009735,GO:0098869,GO:0055114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g15170,GO:0090691,GO:0051782,GO:0010014,GO:0010072,GO:0010223,GO:0048527,GO:0009908,GO:0006351,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g37930,GO:0006544,GO:0006563,GO:0035999,GO:0009853,GO:0009626,GO:0007623,GO:0009416,GO:0009409,GO:0046686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g16365,GO:0048512,GO:0006302,GO:0006284,GO:0006310,GO:0006260,GO:0032508,GO:0009658,GO:0080167,GO:0045893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g66740,GO:0008361,GO:0031567,GO:0006333,GO:0010091,GO:0016569,GO:0000724,GO:0051301,GO:0006351,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g43810,GO:0010586,GO:0035019,GO:1902183,GO:0051607,GO:0031047,GO:0006417,GO:0007275,GO:0006351,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g15100,GO:0009789,GO:0047484,GO:0000209,GO:0042787,GO:0043161,GO:0009738,GO:0009651,GO:0016567,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g36490,GO:0031936,GO:0080111,GO:0006306,GO:0006342,GO:0006284,GO:0006281,GO:0050832,GO:0006351,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g38130,GO:0009405,GO:2000026,GO:1902459,GO:0070932,GO:0009861,GO:0009294,GO:0016573,GO:0045892,GO:0006351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g18390,GO:2000306,GO:1903508,GO:0045962,GO:0009637,GO:0009965,GO:0048366,GO:0030154,GO:0006351,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g66880,GO:0010029,GO:0009739,GO:0006970,GO:0035556,GO:0009738,GO:0009414,GO:0009737,GO:0009651,GO:0006468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g54180,GO:0010376,GO:2000037,GO:0042023,GO:0048825,GO:0051726,GO:0009826,GO:0007067,GO:0051301,GO:0006468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g10840,GO:0009744,GO:0009749,GO:0045948,GO:0034286,GO:0001731,GO:0009738,GO:0009733,GO:0009737,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g37040,GO:0046244,GO:0009800,GO:0006559,GO:0009819,GO:0046274,GO:0010224,GO:0080167,GO:0009555,GO:0006979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g64960,GO:0050792,GO:0048440,GO:0051726,GO:0009615,GO:0048366,GO:0006397,GO:0009908,GO:0006468,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g42810,GO:0030643,GO:0010264,GO:0052746,GO:0055062,GO:0040007,GO:0051607,GO:0048527,GO:0042742,GO:0050832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g15650,GO:0019567,GO:0033356,GO:0071669,GO:0009832,GO:0030244,GO:0009555,GO:0046686,GO:0071555,GO:0009651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g04240,GO:0048577,GO:0048579,GO:0033169,GO:0009741,GO:0009826,GO:0055114,GO:0006351,GO:0006355,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g24560,GO:1901000,GO:0008283,GO:0016579,GO:0048367,GO:0048366,GO:0006511,GO:0048364,GO:0009908,GO:0009651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g42270,GO:0010304,GO:0048564,GO:0010205,GO:0010206,GO:0010027,GO:0030163,GO:0009735,GO:0007275,GO:0006508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g10170,GO:0010310,GO:0010188,GO:0009642,GO:0009697,GO:0000122,GO:0006366,GO:0042742,GO:0016567,GO:0009651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g09810,GO:0010053,GO:0007010,GO:0048767,GO:0009845,GO:0009416,GO:0048364,GO:0009611,GO:0051301,GO:0009733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g18700,GO:0007349,GO:0000914,GO:0010245,GO:0010342,GO:0009556,GO:0000911,GO:0009555,GO:0006468,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g40300,GO:0006826,GO:0006880,GO:0010039,GO:0000302,GO:0055072,GO:0048366,GO:0015979,GO:0009908,GO:0055114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g79530,GO:0048658,GO:0080144,GO:0006006,GO:0080022,GO:0006096,GO:0009555,GO:0009735,GO:0005975,GO:0055114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g13510,GO:0051258,GO:0080181,GO:0015695,GO:0019740,GO:0072488,GO:0015696,GO:0010311,GO:0080167,GO:0009737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g05210,GO:0010213,GO:0006294,GO:0000710,GO:0070914,GO:0010332,GO:0006296,GO:0006312,GO:0000724,GO:0010224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g71230,GO:2000082,GO:0000338,GO:0010971,GO:0045732,GO:0010100,GO:0010387,GO:0009585,GO:0009733,GO:0007275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At4g34100,GO:1900490,GO:0010345,GO:0010025,GO:0042335,GO:0008299,GO:0010143,GO:0030433,GO:0009414,GO:0016567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g63470,GO:0051247,GO:2000905,GO:0048586,GO:0010029,GO:0009740,GO:0010468,GO:0009738,GO:0006351,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g57180,GO:1902326,GO:1904143,GO:1901259,GO:0009646,GO:0009741,GO:0009742,GO:0009658,GO:0009416,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g58590,GO:0046604,GO:0007051,GO:0000082,GO:0000060,GO:0006405,GO:0051028,GO:0043547,GO:0006511,GO:0008150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At5g23260,GO:2000029,GO:0080155,GO:0048481,GO:0008360,GO:0048316,GO:0000165,GO:0009813,GO:0045944,GO:0006351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g69270,GO:0048508,GO:0009945,GO:0009942,GO:0023014,GO:0009414,GO:0009738,GO:0009409,GO:0009737,GO:0009651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g24590,GO:0048825,GO:0009880,GO:0009740,GO:0051726,GO:0009736,GO:0009873,GO:0009733,GO:0006351,GO:0006355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At3g03110,GO:0000056,GO:0046825,GO:0006611,GO:0000055,GO:0009846,GO:0051028,GO:0009553,GO:0009860,GO:0009555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g80840,GO:0002237,GO:0031347,GO:0010200,GO:0045892,GO:0009751,GO:0009611,GO:0042742,GO:0050832,GO:0006351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At1g09020,GO:2000377,GO:0000266,GO:0045859,GO:0009859,GO:0042149,GO:0016559,GO:0032147,GO:0046777,GO:0005975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
At2g47180,GO:0006012,GO:0042542,GO:0009644,GO:0009408,GO:0009414,GO:0006979,GO:0009409,GO:0009737,GO:0009651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
